sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus
FK0006087,,Default,virtual,"MAIN MENUBAR/FOOD/DRINKS,MAIN MENUBAR/FOOD/DRINKS/ 8 - 12 PACKS",base,Freezone Strawberry Soft Drink (275 mL),,,,1,Taxable Goods,"Catalog, Search",1.3932,,,,,,,/FK0006087.png,Freezone Strawberry Soft Drink (275 mL),/FK0006087.png,,/FK0006087.png,,/FK0006087.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0006088,,Default,virtual,"MAIN MENUBAR/FOOD/DRINKS,MAIN MENUBAR/FOOD/DRINKS/ 1-LITER & LESS",base,"Grace Island Soda, Banana (355 mL)",,,,1,Taxable Goods,"Catalog, Search",1.2852,,,,,,,/FK0006088.png,"Grace Island Soda, Banana (355 mL)",/FK0006088.png,,/FK0006088.png,,/FK0006088.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0006089,,Default,virtual,"MAIN MENUBAR/FOOD/DRINKS,MAIN MENUBAR/FOOD/DRINKS/ 8 - 12 PACKS",base,"Nestea, Cool Iced Tea (12x355mL)",,,,1,Taxable Goods,"Catalog, Search",4.1104,,,,,,,/FK0006089.png,"Nestea, Cool Iced Tea (12x355mL)",/FK0006089.png,,/FK0006089.png,,/FK0006089.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0006090,,Default,virtual,"MAIN MENUBAR/FOOD/DRINKS,MAIN MENUBAR/FOOD/DRINKS/ 1-LITER & LESS",base,"Solo Soda, Champagne (355 mL)",,,,1,Taxable Goods,"Catalog, Search",1.0692,,,,,,,/FK0006090.png,"Solo Soda, Champagne (355 mL)",/FK0006090.png,,/FK0006090.png,,/FK0006090.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0006091,,Default,virtual,"MAIN MENUBAR/FOOD/DRINKS,MAIN MENUBAR/FOOD/DRINKS/ 4 - 6 PACKS",base,Mountain Dew Voltage (12x355mL),,,,1,Taxable Goods,"Catalog, Search",6.4476,,,,,,,/FK0006091.png,Mountain Dew Voltage (12x355mL),/FK0006091.png,,/FK0006091.png,,/FK0006091.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0006092,,Default,virtual,"MAIN MENUBAR/FOOD/DRINKS,MAIN MENUBAR/FOOD/DRINKS/ 1-LITER & LESS",base,7 Up (591 mL),,,,1,Taxable Goods,"Catalog, Search",2.1384,,,,,,,/FK0006092.png,7 Up (591 mL),/FK0006092.png,,/FK0006092.png,,/FK0006092.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0006093,,Default,virtual,"MAIN MENUBAR/FOOD/DRINKS,MAIN MENUBAR/FOOD/DRINKS/ 18 & UP PACKS",base,President's Choice Ginger Peach Drink (12x355mL),,,,1,Taxable Goods,"Catalog, Search",3.2184,,,,,,,/FK0006093.png,President's Choice Ginger Peach Drink (12x355mL),/FK0006093.png,,/FK0006093.png,,/FK0006093.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0006094,,Default,virtual,"MAIN MENUBAR/FOOD/DRINKS,MAIN MENUBAR/FOOD/DRINKS/ 1-LITER & LESS",base,Canada Dry Ginger Ale (500 mL),,,,1,Taxable Goods,"Catalog, Search",2.1384,,,,,,,/FK0006094.png,Canada Dry Ginger Ale (500 mL),/FK0006094.png,,/FK0006094.png,,/FK0006094.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0006095,,Default,virtual,"MAIN MENUBAR/FOOD/DRINKS,MAIN MENUBAR/FOOD/DRINKS/ 8 - 12 PACKS",base,Diet Coke Suitcase (24x355mL),,,,1,Taxable Goods,"Catalog, Search",7.6944,,,,,,,/FK0006095.png,Diet Coke Suitcase (24x355mL),/FK0006095.png,,/FK0006095.png,,/FK0006095.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0006096,,Default,virtual,"MAIN MENUBAR/FOOD/DRINKS,MAIN MENUBAR/FOOD/DRINKS/ 1.5 - 2 LITER",base,Diet Pepsi (591 mL),,,,1,Taxable Goods,"Catalog, Search",2.1384,,,,,,,/FK0006096.png,Diet Pepsi (591 mL),/FK0006096.png,,/FK0006096.png,,/FK0006096.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
