sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus
FK0015971,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ HAIR REMOVAL",base,MEDI HEAL Acaiberry-Ade Mask (25 mL),,,,1,Taxable Goods,"Catalog, Search",1.4336,,,,,,,/FK0015971.png,MEDI HEAL Acaiberry-Ade Mask (25 mL),/FK0015971.png,,/FK0015971.png,,/FK0015971.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0015972,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ EYE CARE",base,GUM Soft-Picks (40 ea),,,,1,Taxable Goods,"Catalog, Search",3.5424,,,,,,,/FK0015972.png,GUM Soft-Picks (40 ea),/FK0015972.png,,/FK0015972.png,,/FK0015972.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0015973,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ ESSENTIALS FOR HIM",base,Exact Contour Panty Liners (64 ea),,,,1,Taxable Goods,"Catalog, Search",3.2184,,,,,,,/FK0015973.png,Exact Contour Panty Liners (64 ea),/FK0015973.png,,/FK0015973.png,,/FK0015973.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0015974,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ BATH & BODY",base,"Always Ultra Protection, Active (46 ea)",,,,1,Taxable Goods,"Catalog, Search",3.8864,,,,,,,/FK0015974.png,"Always Ultra Protection, Active (46 ea)",/FK0015974.png,,/FK0015974.png,,/FK0015974.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0015975,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ FEMININE HYGIENE",base,BIC Soleil Savvy Flexible Blades (4 ea),,,,1,Taxable Goods,"Catalog, Search",6.9984,,,,,,,/FK0015975.png,BIC Soleil Savvy Flexible Blades (4 ea),/FK0015975.png,,/FK0015975.png,,/FK0015975.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0015976,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ ORAL CARE",base,Bausch & Lomb Boston Simplus Multi-Action Solution (105 mL),,,,1,Taxable Goods,"Catalog, Search",13.4784,,,,,,,/FK0015976.png,Bausch & Lomb Boston Simplus Multi-Action Solution (105 mL),/FK0015976.png,,/FK0015976.png,,/FK0015976.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0015977,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ BATH & BODY",base,Head & Shoulders Men Old Spice Shampoo (400 mL),,,,1,Taxable Goods,"Catalog, Search",6.7824,,,,,,,/FK0015977.png,Head & Shoulders Men Old Spice Shampoo (400 mL),/FK0015977.png,,/FK0015977.png,,/FK0015977.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0015978,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ BATH & BODY",base,Aura Cacia Motivating Yoga Mist (118 mL),,,,1,Taxable Goods,"Catalog, Search",11.3292,,,,,,,/FK0015978.png,Aura Cacia Motivating Yoga Mist (118 mL),/FK0015978.png,,/FK0015978.png,,/FK0015978.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0015979,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ BATH & BODY",base,"Exact Tampons, Cardboard Multipack (80 ea)",,,,1,Taxable Goods,"Catalog, Search",12.5172,,,,,,,/FK0015979.png,"Exact Tampons, Cardboard Multipack (80 ea)",/FK0015979.png,,/FK0015979.png,,/FK0015979.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0015980,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ HAIR REMOVAL",base,Phillips Sonicare Kids Electric Toothbrush (1 ea),,,,1,Taxable Goods,"Catalog, Search",64.7568,,,,,,,/FK0015980.png,Phillips Sonicare Kids Electric Toothbrush (1 ea),/FK0015980.png,,/FK0015980.png,,/FK0015980.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0015981,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ HAIR REMOVAL",base,"Nivea Shower Cream, Happy Time (500 mL)",,,,1,Taxable Goods,"Catalog, Search",4.6224,,,,,,,/FK0015981.png,"Nivea Shower Cream, Happy Time (500 mL)",/FK0015981.png,,/FK0015981.png,,/FK0015981.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0015982,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ BATH & BODY",base,"Dial Body Wash, Greek Yogurt Vanilla Honey (59 mL)",,,,1,Taxable Goods,"Catalog, Search",1.5984,,,,,,,/FK0015982.png,"Dial Body Wash, Greek Yogurt Vanilla Honey (59 mL)",/FK0015982.png,,/FK0015982.png,,/FK0015982.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0015983,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ ORAL CARE",base,"Mennen Speed Stick Deodorant, Original (70 g)",,,,1,Taxable Goods,"Catalog, Search",2.9916,,,,,,,/FK0015983.png,"Mennen Speed Stick Deodorant, Original (70 g)",/FK0015983.png,,/FK0015983.png,,/FK0015983.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0015984,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ HAIR REMOVAL",base,"Veet Wax Strips, Sensitive (40 ea)",,,,1,Taxable Goods,"Catalog, Search",21.5676,,,,,,,/FK0015984.png,"Veet Wax Strips, Sensitive (40 ea)",/FK0015984.png,,/FK0015984.png,,/FK0015984.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0015985,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ HAIR REMOVAL",base,"Nivea Sensitive Shave Gel, Cool (198 g)",,,,1,Taxable Goods,"Catalog, Search",4.2984,,,,,,,/FK0015985.png,"Nivea Sensitive Shave Gel, Cool (198 g)",/FK0015985.png,,/FK0015985.png,,/FK0015985.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0015986,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ BATH & BODY",base,"Funcare Foaming Hand Soap, Frozen (250 mL)",,,,1,Taxable Goods,"Catalog, Search",4.3092,,,,,,,/FK0015986.png,"Funcare Foaming Hand Soap, Frozen (250 mL)",/FK0015986.png,,/FK0015986.png,,/FK0015986.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0015987,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ ORAL CARE",base,Oral-B Pro-Health All-In-One 40 Soft Toothbrush Twin Pack (2 ea),,,,1,Taxable Goods,"Catalog, Search",10.2384,,,,,,,/FK0015987.png,Oral-B Pro-Health All-In-One 40 Soft Toothbrush Twin Pack (2 ea),/FK0015987.png,,/FK0015987.png,,/FK0015987.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0015988,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ FEMININE HYGIENE",base,"Gillette Hydra Gel Shaving Cream, Ultrasensitive (396 g)",,,,1,Taxable Goods,"Catalog, Search",8.6292,,,,,,,/FK0015988.png,"Gillette Hydra Gel Shaving Cream, Ultrasensitive (396 g)",/FK0015988.png,,/FK0015988.png,,/FK0015988.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0015989,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ ORAL CARE",base,"Gillette Venus Razor, Gold (1 ea)",,,,1,Taxable Goods,"Catalog, Search",14.5264,,,,,,,/FK0015989.png,"Gillette Venus Razor, Gold (1 ea)",/FK0015989.png,,/FK0015989.png,,/FK0015989.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0015990,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ ESSENTIALS FOR HIM",base,"Exact Cream Soap Refill, Lotion Rich (2 L)",,,,1,Taxable Goods,"Catalog, Search",5.6052,,,,,,,/FK0015990.png,"Exact Cream Soap Refill, Lotion Rich (2 L)",/FK0015990.png,,/FK0015990.png,,/FK0015990.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0015991,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ ORAL CARE",base,"Colgate Kids Toothpaste, Boy (75 mL)",,,,1,Taxable Goods,"Catalog, Search",1.9224,,,,,,,/FK0015991.png,"Colgate Kids Toothpaste, Boy (75 mL)",/FK0015991.png,,/FK0015991.png,,/FK0015991.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0015992,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ ESSENTIALS FOR HIM",base,U by Kotex Barely There Panty Liner (100 ea),,,,1,Taxable Goods,"Catalog, Search",6.6976,,,,,,,/FK0015992.png,U by Kotex Barely There Panty Liner (100 ea),/FK0015992.png,,/FK0015992.png,,/FK0015992.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0015993,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ ORAL CARE",base,"Colgate 2 In 1 Liquid Gel Toothpaste, Whitening (100 mL)",,,,1,Taxable Goods,"Catalog, Search",2.7776,,,,,,,/FK0015993.png,"Colgate 2 In 1 Liquid Gel Toothpaste, Whitening (100 mL)",/FK0015993.png,,/FK0015993.png,,/FK0015993.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0015994,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ BATH & BODY",base,"Exact Pivoting Head Disposable Razors, Men's (10 ea)",,,,1,Taxable Goods,"Catalog, Search",7.0092,,,,,,,/FK0015994.png,"Exact Pivoting Head Disposable Razors, Men's (10 ea)",/FK0015994.png,,/FK0015994.png,,/FK0015994.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0015995,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ SKIN CARE",base,"Listerine Classic Mouthwash, Zero (1 L)",,,,1,Taxable Goods,"Catalog, Search",4.6144,,,,,,,/FK0015995.png,"Listerine Classic Mouthwash, Zero (1 L)",/FK0015995.png,,/FK0015995.png,,/FK0015995.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0015996,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ BATH & BODY",base,Exact 5 Blade Shaving System (1 ea),,,,1,Taxable Goods,"Catalog, Search",7.5492,,,,,,,/FK0015996.png,Exact 5 Blade Shaving System (1 ea),/FK0015996.png,,/FK0015996.png,,/FK0015996.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0015997,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ BATH & BODY",base,"Oral-B Complete Satinfloss, Mint (50 m)",,,,1,Taxable Goods,"Catalog, Search",3.7044,,,,,,,/FK0015997.png,"Oral-B Complete Satinfloss, Mint (50 m)",/FK0015997.png,,/FK0015997.png,,/FK0015997.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0015998,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ EYE CARE",base,"Lady Speedstick Fresh Infusions, Summer Citrus (45 g)",,,,1,Taxable Goods,"Catalog, Search",2.7776,,,,,,,/FK0015998.png,"Lady Speedstick Fresh Infusions, Summer Citrus (45 g)",/FK0015998.png,,/FK0015998.png,,/FK0015998.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0015999,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ FEMININE HYGIENE",base,"Exact Intense Body Lotion, Dry Skin (480 mL)",,,,1,Taxable Goods,"Catalog, Search",3.2184,,,,,,,/FK0015999.png,"Exact Intense Body Lotion, Dry Skin (480 mL)",/FK0015999.png,,/FK0015999.png,,/FK0015999.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0016000,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ ORAL CARE",base,"Exact Liquid Hand Soap Refill, Fresh Scent (950 mL)",,,,1,Taxable Goods,"Catalog, Search",2.6892,,,,,,,/FK0016000.png,"Exact Liquid Hand Soap Refill, Fresh Scent (950 mL)",/FK0016000.png,,/FK0016000.png,,/FK0016000.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0016001,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ HAIR REMOVAL",base,"Dial Complete Antibacterial Foaming Hand Wash, Power Berries (221 mL)",,,,1,Taxable Goods,"Catalog, Search",2.7664,,,,,,,/FK0016001.png,"Dial Complete Antibacterial Foaming Hand Wash, Power Berries (221 mL)",/FK0016001.png,,/FK0016001.png,,/FK0016001.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0016002,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ FEMININE HYGIENE",base,Clear Eyes Triple Action (15 mL),,,,1,Taxable Goods,"Catalog, Search",8.0892,,,,,,,/FK0016002.png,Clear Eyes Triple Action (15 mL),/FK0016002.png,,/FK0016002.png,,/FK0016002.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0016003,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ BATH & BODY",base,"Kotex Sleek Tampons, Regular (18 ea)",,,,1,Taxable Goods,"Catalog, Search",5.9184,,,,,,,/FK0016003.png,"Kotex Sleek Tampons, Regular (18 ea)",/FK0016003.png,,/FK0016003.png,,/FK0016003.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0016004,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ SKIN CARE",base,"Green Beaver Jr Natural Toothpaste, Green Apple (75 mL)",,,,1,Taxable Goods,"Catalog, Search",5.9292,,,,,,,/FK0016004.png,"Green Beaver Jr Natural Toothpaste, Green Apple (75 mL)",/FK0016004.png,,/FK0016004.png,,/FK0016004.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0016005,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ EYE CARE",base,"Gillette Fixed Razor, Sensor 2 (12 ea)",,,,1,Taxable Goods,"Catalog, Search",9.6984,,,,,,,/FK0016005.png,"Gillette Fixed Razor, Sensor 2 (12 ea)",/FK0016005.png,,/FK0016005.png,,/FK0016005.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
