sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus
FK0008771,,Default,virtual,"MAIN MENUBAR/HOUSE HOLD SUPPLIES,MAIN MENUBAR/HOUSE HOLD SUPPLIES/ GENERAL HOUSEHOLD",base,"Bernardin Snap Lids, Wide Mouth (12 ea)",,,,1,Taxable Goods,"Catalog, Search",4.7936,,,,,,,/FK0008771.png,"Bernardin Snap Lids, Wide Mouth (12 ea)",/FK0008771.png,,/FK0008771.png,,/FK0008771.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0008772,,Default,virtual,"MAIN MENUBAR/HOUSE HOLD SUPPLIES,MAIN MENUBAR/HOUSE HOLD SUPPLIES/ GENERAL HOUSEHOLD",base,"Sylvania A15 Double Life Appliance 40W Light Bulbs, Clear (2 ea)",,,,1,Taxable Goods,"Catalog, Search",2.6892,,,,,,,/FK0008772.png,"Sylvania A15 Double Life Appliance 40W Light Bulbs, Clear (2 ea)",/FK0008772.png,,/FK0008772.png,,/FK0008772.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0008773,,Default,virtual,"MAIN MENUBAR/HOUSE HOLD SUPPLIES,MAIN MENUBAR/HOUSE HOLD SUPPLIES/ GENERAL HOUSEHOLD",base,"Sylvania G16 Globe 60W Light Bulbs, White (4 ea)",,,,1,Taxable Goods,"Catalog, Search",3.2292,,,,,,,/FK0008773.png,"Sylvania G16 Globe 60W Light Bulbs, White (4 ea)",/FK0008773.png,,/FK0008773.png,,/FK0008773.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0008774,,Default,virtual,"MAIN MENUBAR/HOUSE HOLD SUPPLIES,MAIN MENUBAR/HOUSE HOLD SUPPLIES/ GENERAL HOUSEHOLD",base,"Bernardin Storage Lids, Standard (12 ea)",,,,1,Taxable Goods,"Catalog, Search",3.6736,,,,,,,/FK0008774.png,"Bernardin Storage Lids, Standard (12 ea)",/FK0008774.png,,/FK0008774.png,,/FK0008774.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0008775,,Default,virtual,"MAIN MENUBAR/HOUSE HOLD SUPPLIES,MAIN MENUBAR/HOUSE HOLD SUPPLIES/ GENERAL HOUSEHOLD",base,Bernardin Widemouth Lids (12 ea),,,,1,Taxable Goods,"Catalog, Search",8.0416,,,,,,,/FK0008775.png,Bernardin Widemouth Lids (12 ea),/FK0008775.png,,/FK0008775.png,,/FK0008775.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0008776,,Default,virtual,"MAIN MENUBAR/HOUSE HOLD SUPPLIES,MAIN MENUBAR/HOUSE HOLD SUPPLIES/ GENERAL HOUSEHOLD",base,"Sylvania G16.5 Globe 40W Light Bulbs, Clear (4 ea)",,,,1,Taxable Goods,"Catalog, Search",3.2292,,,,,,,/FK0008776.png,"Sylvania G16.5 Globe 40W Light Bulbs, Clear (4 ea)",/FK0008776.png,,/FK0008776.png,,/FK0008776.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0008777,,Default,virtual,"MAIN MENUBAR/HOUSE HOLD SUPPLIES,MAIN MENUBAR/HOUSE HOLD SUPPLIES/ GENERAL HOUSEHOLD",base,Sylvania Double Life B10 25W Light Bulbs (4 ea),,,,1,Taxable Goods,"Catalog, Search",4.3092,,,,,,,/FK0008777.png,Sylvania Double Life B10 25W Light Bulbs (4 ea),/FK0008777.png,,/FK0008777.png,,/FK0008777.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0008778,,Default,virtual,"MAIN MENUBAR/HOUSE HOLD SUPPLIES,MAIN MENUBAR/HOUSE HOLD SUPPLIES/ GENERAL HOUSEHOLD",base,"Sylvania LED Bulb, 8.5 Watt (2x1ea)",,,,1,Taxable Goods,"Catalog, Search",8.6292,,,,,,,/FK0008778.png,"Sylvania LED Bulb, 8.5 Watt (2x1ea)",/FK0008778.png,,/FK0008778.png,,/FK0008778.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0008779,,Default,virtual,"MAIN MENUBAR/HOUSE HOLD SUPPLIES,MAIN MENUBAR/HOUSE HOLD SUPPLIES/ GENERAL HOUSEHOLD",base,Sylvania B10 Double Life Candelabra 40W Light Bulbs (4 ea),,,,1,Taxable Goods,"Catalog, Search",4.3092,,,,,,,/FK0008779.png,Sylvania B10 Double Life Candelabra 40W Light Bulbs (4 ea),/FK0008779.png,,/FK0008779.png,,/FK0008779.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0008780,,Default,virtual,"MAIN MENUBAR/HOUSE HOLD SUPPLIES,MAIN MENUBAR/HOUSE HOLD SUPPLIES/ GENERAL HOUSEHOLD",base,Everyday Essentials A19 Halogen 43W=60W Replacement Light Bulbs (4 pack),,,,1,Taxable Goods,"Catalog, Search",7.8064,,,,,,,/FK0008780.png,Everyday Essentials A19 Halogen 43W=60W Replacement Light Bulbs (4 pack),/FK0008780.png,,/FK0008780.png,,/FK0008780.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
