sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id
FK0000011,,Default,virtual,"MAIN MENUBAR/BABY NEEDS,MAIN MENUBAR/BABY NEEDS/ TODDLER FOOD",base,"PediaSure Complete, Chocolate (4x235mL)",,,,1,Taxable Goods,"Catalog, Search",11.3076,,,,,,,/FK0000011.png,"PediaSure Complete, Chocolate (4x235mL)",/FK0000011.png,,/FK0000011.png,,/FK0000011.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0
FK0000012,,Default,virtual,"MAIN MENUBAR/BABY NEEDS,MAIN MENUBAR/BABY NEEDS/ ORGANIC BABY FOOD & FORMULA",base,"President's Choice OrganicsOat Cereal, Just Add Water (227 g)",,,,1,Taxable Goods,"Catalog, Search",3.3376,,,,,,,/FK0000012.png,"President's Choice OrganicsOat Cereal, Just Add Water (227 g)",/FK0000012.png,,/FK0000012.png,,/FK0000012.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0
FK0000013,,Default,virtual,"MAIN MENUBAR/BABY NEEDS,MAIN MENUBAR/BABY NEEDS/ BABY FORMULAS",base,"Nestle Good Start Omega 3 Ready to Feed Formula, Tetra Pak (4x250mL)",,,,1,Taxable Goods,"Catalog, Search",15.1092,,,,,,,/FK0000013.png,"Nestle Good Start Omega 3 Ready to Feed Formula, Tetra Pak (4x250mL)",/FK0000013.png,,/FK0000013.png,,/FK0000013.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0
FK0000014,,Default,virtual,"MAIN MENUBAR/BABY NEEDS,MAIN MENUBAR/BABY NEEDS/ DRY BABY FOOD",base,Bunch-O-Fun (1 ea),,,,1,Taxable Goods,"Catalog, Search",17.2692,,,,,,,,Bunch-O-Fun (1 ea),,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0
FK0000015,,Default,virtual,"MAIN MENUBAR/BABY NEEDS,MAIN MENUBAR/BABY NEEDS/ DRY BABY FOOD",base,Bright Starts Giggling & Ring Phone Toy (1 ea),,,,1,Taxable Goods,"Catalog, Search",16.1892,,,,,,,,Bright Starts Giggling & Ring Phone Toy (1 ea),,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0
FK0000016,,Default,virtual,"MAIN MENUBAR/BABY NEEDS,MAIN MENUBAR/BABY NEEDS/ BABY FOOD",base,Nestle GerberGraduates Lil Entree Mac & Cheese (187 g),,,,1,Taxable Goods,"Catalog, Search",2.9916,,,,,,,/FK0000016.png,Nestle GerberGraduates Lil Entree Mac & Cheese (187 g),/FK0000016.png,,/FK0000016.png,,/FK0000016.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0
FK0000017,,Default,virtual,"MAIN MENUBAR/BABY NEEDS,MAIN MENUBAR/BABY NEEDS/ ORGANIC BABY FOOD & FORMULA",base,"President's Choice OrganicsStrained Baby Food, Apple, Blueberry and Green Pea (128 mL)",,,,1,Taxable Goods,"Catalog, Search",1.08,,,,,,,/FK0000017.png,"President's Choice OrganicsStrained Baby Food, Apple, Blueberry and Green Pea (128 mL)",/FK0000017.png,,/FK0000017.png,,/FK0000017.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0
FK0000018,,Default,virtual,"MAIN MENUBAR/BABY NEEDS,MAIN MENUBAR/BABY NEEDS/ BABY FORMULAS",base,Similac Advance Handy Pak (6x235mL),,,,1,Taxable Goods,"Catalog, Search",21.5676,,,,,,,/FK0000018.png,Similac Advance Handy Pak (6x235mL),/FK0000018.png,,/FK0000018.png,,/FK0000018.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0
FK0000019,,Default,virtual,"MAIN MENUBAR/BABY NEEDS,MAIN MENUBAR/BABY NEEDS/ ORGANIC BABY FOOD & FORMULA",base,Baby Gourmet Oatmeal Cereal (227 g),,,,1,Taxable Goods,"Catalog, Search",5.7024,,,,,,,/FK0000019.png,Baby Gourmet Oatmeal Cereal (227 g),/FK0000019.png,,/FK0000019.png,,/FK0000019.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0
FK0000020,,Default,virtual,"MAIN MENUBAR/BABY NEEDS,MAIN MENUBAR/BABY NEEDS/ BABY FOOD",base,Heinz Strained Green Beans (128 mL),,,,1,Taxable Goods,"Catalog, Search",0.864,,,,,,,/FK0000020.png,Heinz Strained Green Beans (128 mL),/FK0000020.png,,/FK0000020.png,,/FK0000020.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0
FK0000021,,Default,virtual,"MAIN MENUBAR/BABY NEEDS,MAIN MENUBAR/BABY NEEDS/ DRY BABY FOOD",base,Heinz Apple Pouch (128 mL),,,,1,Taxable Goods,"Catalog, Search",1.23,,,,,,,/FK0000021.png,Heinz Apple Pouch (128 mL),/FK0000021.png,,/FK0000021.png,,/FK0000021.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0
FK0000022,,Default,virtual,"MAIN MENUBAR/BABY NEEDS,MAIN MENUBAR/BABY NEEDS/ ORGANIC BABY FOOD & FORMULA",base,"President's Choice OrganicsApple, Banana & Blueberry (128 mL)",,,,1,Taxable Goods,"Catalog, Search",1.08,,,,,,,/FK0000022.png,"President's Choice OrganicsApple, Banana & Blueberry (128 mL)",/FK0000022.png,,/FK0000022.png,,/FK0000022.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0
FK0000023,,Default,virtual,"MAIN MENUBAR/BABY NEEDS,MAIN MENUBAR/BABY NEEDS/ BABY FOOD",base,"Nestle GerberGraduates Yogurt Melts, Mixed Berry (28 ea)",,,,1,Taxable Goods,"Catalog, Search",3.7856,,,,,,,/FK0000023.png,"Nestle GerberGraduates Yogurt Melts, Mixed Berry (28 ea)",/FK0000023.png,,/FK0000023.png,,/FK0000023.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0
FK0000024,,Default,virtual,"MAIN MENUBAR/BABY NEEDS,MAIN MENUBAR/BABY NEEDS/ SNACKS & BISCUITS",base,"Hot Kid Mum-Mum Rice Biscuits, White Cheddar (90 g)",,,,1,Taxable Goods,"Catalog, Search",3.5964,,,,,,,/FK0000024.png,"Hot Kid Mum-Mum Rice Biscuits, White Cheddar (90 g)",/FK0000024.png,,/FK0000024.png,,/FK0000024.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0
FK0000025,,Default,virtual,"MAIN MENUBAR/BABY NEEDS,MAIN MENUBAR/BABY NEEDS/ ORGANIC BABY FOOD & FORMULA",base,President's Choice OrganicsCarrots (128 mL),,,,1,Taxable Goods,"Catalog, Search",0.864,,,,,,,/FK0000025.png,President's Choice OrganicsCarrots (128 mL),/FK0000025.png,,/FK0000025.png,,/FK0000025.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0
FK0000026,,Default,virtual,"MAIN MENUBAR/BABY NEEDS,MAIN MENUBAR/BABY NEEDS/ ORGANIC BABY FOOD & FORMULA",base,"President's Choice OrganicsPears, Baby Food Stage 1 (128 mL)",,,,1,Taxable Goods,"Catalog, Search",1.08,,,,,,,/FK0000026.png,"President's Choice OrganicsPears, Baby Food Stage 1 (128 mL)",/FK0000026.png,,/FK0000026.png,,/FK0000026.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0
FK0000027,,Default,virtual,"MAIN MENUBAR/BABY NEEDS,MAIN MENUBAR/BABY NEEDS/ DRY BABY FOOD",base,Fisher-Price Scoup & Pour Bath Friends (1 ea),,,,1,Taxable Goods,"Catalog, Search",12.9492,,,,,,,/FK0000027.png,Fisher-Price Scoup & Pour Bath Friends (1 ea),/FK0000027.png,,/FK0000027.png,,/FK0000027.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0
FK0000028,,Default,virtual,"MAIN MENUBAR/BABY NEEDS,MAIN MENUBAR/BABY NEEDS/ BABY FOOD",base,"Heinz Stage 3 Baby Food Pouch, Apple Pear Cinnamon (128 mL)",,,,1,Taxable Goods,"Catalog, Search",1.2312,,,,,,,/FK0000028.png,"Heinz Stage 3 Baby Food Pouch, Apple Pear Cinnamon (128 mL)",/FK0000028.png,,/FK0000028.png,,/FK0000028.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0
FK0000029,,Default,virtual,"MAIN MENUBAR/BABY NEEDS,MAIN MENUBAR/BABY NEEDS/ ORGANIC BABY FOOD & FORMULA",base,"President's Choice OrganicsPear, Apple & Broccoli (128 mL)",,,,1,Taxable Goods,"Catalog, Search",1.08,,,,,,,/FK0000029.png,"President's Choice OrganicsPear, Apple & Broccoli (128 mL)",/FK0000029.png,,/FK0000029.png,,/FK0000029.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0
FK0000030,,Default,virtual,"MAIN MENUBAR/BABY NEEDS,MAIN MENUBAR/BABY NEEDS/ ORGANIC BABY FOOD & FORMULA",base,"Heinz Stage 2 Baby Food Pouch, Organic Peach Banana Apricot (128 mL)",,,,1,Taxable Goods,"Catalog, Search",1.5984,,,,,,,/FK0000030.png,"Heinz Stage 2 Baby Food Pouch, Organic Peach Banana Apricot (128 mL)",/FK0000030.png,,/FK0000030.png,,/FK0000030.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0
FK0000031,,Default,virtual,"MAIN MENUBAR/BABY NEEDS,MAIN MENUBAR/BABY NEEDS/ ORGANIC BABY FOOD & FORMULA",base,"Baby Gourmet Organic Plus 8 Months+, Yumberries & Plum with Ancient Grains (128 mL)",,,,1,Taxable Goods,"Catalog, Search",2.1384,,,,,,,/FK0000031.png,"Baby Gourmet Organic Plus 8 Months+, Yumberries & Plum with Ancient Grains (128 mL)",/FK0000031.png,,/FK0000031.png,,/FK0000031.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0
FK0000032,,Default,virtual,"MAIN MENUBAR/BABY NEEDS,MAIN MENUBAR/BABY NEEDS/ ORGANIC BABY FOOD & FORMULA",base,"Love Child Organics Pat-A-Cakes, Apple & Raspberry (40 g)",,,,1,Taxable Goods,"Catalog, Search",3.2076,,,,,,,/FK0000032.png,"Love Child Organics Pat-A-Cakes, Apple & Raspberry (40 g)",/FK0000032.png,,/FK0000032.png,,/FK0000032.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0
FK0000033,,Default,virtual,"MAIN MENUBAR/BABY NEEDS,MAIN MENUBAR/BABY NEEDS/ DRY BABY FOOD",base,Nestle GerberRice Carrot & Pumpkin (227 g),,,,1,Taxable Goods,"Catalog, Search",3.6504,,,,,,,/FK0000033.png,Nestle GerberRice Carrot & Pumpkin (227 g),/FK0000033.png,,/FK0000033.png,,/FK0000033.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0
FK0000034,,Default,virtual,"MAIN MENUBAR/BABY NEEDS,MAIN MENUBAR/BABY NEEDS/ DRY BABY FOOD",base,"Nestle GerberMangoes, Apples, Carrots & Kale 6+ Months (128 mL)",,,,1,Taxable Goods,"Catalog, Search",1.8036,,,,,,,,"Nestle GerberMangoes, Apples, Carrots & Kale 6+ Months (128 mL)",,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0
FK0000035,,Default,virtual,"MAIN MENUBAR/BABY NEEDS,MAIN MENUBAR/BABY NEEDS/ SNACKS & BISCUITS",base,Heinz Toddler Biscuits (180 g),,,,1,Taxable Goods,"Catalog, Search",3.2076,,,,,,,/FK0000035.png,Heinz Toddler Biscuits (180 g),/FK0000035.png,,/FK0000035.png,,/FK0000035.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0
FK0000036,,Default,virtual,"MAIN MENUBAR/BABY NEEDS,MAIN MENUBAR/BABY NEEDS/ ORGANIC BABY FOOD & FORMULA",base,President's Choice OrganicsMashed Potatoes & Turkey (185 g),,,,1,Taxable Goods,"Catalog, Search",2.9916,,,,,,,/FK0000036.png,President's Choice OrganicsMashed Potatoes & Turkey (185 g),/FK0000036.png,,/FK0000036.png,,/FK0000036.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0
FK0000037,,Default,virtual,"MAIN MENUBAR/BABY NEEDS,MAIN MENUBAR/BABY NEEDS/ BABY FOOD",base,Nestle GerberGraduates Lil Entree Stars Pasta (192 g),,,,1,Taxable Goods,"Catalog, Search",2.9916,,,,,,,/FK0000037.png,Nestle GerberGraduates Lil Entree Stars Pasta (192 g),/FK0000037.png,,/FK0000037.png,,/FK0000037.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0
FK0000038,,Default,virtual,"MAIN MENUBAR/BABY NEEDS,MAIN MENUBAR/BABY NEEDS/ SNACKS & BISCUITS",base,"Hot Kid Mum-Mum Rice Biscuits, Apple Cinnamon (90 g)",,,,1,Taxable Goods,"Catalog, Search",3.5964,,,,,,,/FK0000038.png,"Hot Kid Mum-Mum Rice Biscuits, Apple Cinnamon (90 g)",/FK0000038.png,,/FK0000038.png,,/FK0000038.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0
FK0000039,,Default,virtual,"MAIN MENUBAR/BABY NEEDS,MAIN MENUBAR/BABY NEEDS/ ORGANIC BABY FOOD & FORMULA",base,President's Choice OrganicsBanana (128 mL),,,,1,Taxable Goods,"Catalog, Search",0.864,,,,,,,/FK0000039.png,President's Choice OrganicsBanana (128 mL),/FK0000039.png,,/FK0000039.png,,/FK0000039.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0
FK0000040,,Default,virtual,"MAIN MENUBAR/BABY NEEDS,MAIN MENUBAR/BABY NEEDS/ TODDLER FOOD",base,"President's Choice OrganicsToddler Fruit Twist, Strawberry Mango (60 g)",,,,1,Taxable Goods,"Catalog, Search",3.7856,,,,,,,/FK0000040.png,"President's Choice OrganicsToddler Fruit Twist, Strawberry Mango (60 g)",/FK0000040.png,,/FK0000040.png,,/FK0000040.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0
FK0000041,,Default,virtual,"MAIN MENUBAR/BABY NEEDS,MAIN MENUBAR/BABY NEEDS/ BABY FOOD",base,"Heinz Strained, Peas (128 mL)",,,,1,Taxable Goods,"Catalog, Search",0.864,,,,,,,/FK0000041.png,"Heinz Strained, Peas (128 mL)",/FK0000041.png,,/FK0000041.png,,/FK0000041.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0
FK0000042,,Default,virtual,"MAIN MENUBAR/BABY NEEDS,MAIN MENUBAR/BABY NEEDS/ DRY BABY FOOD",base,Similac Advance with Omega-3 & Omega-6 (12x385mL),,,,1,Taxable Goods,"Catalog, Search",53.9784,,,,,,,/FK0000042.png,Similac Advance with Omega-3 & Omega-6 (12x385mL),/FK0000042.png,,/FK0000042.png,,/FK0000042.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0
FK0000043,,Default,virtual,"MAIN MENUBAR/BABY NEEDS,MAIN MENUBAR/BABY NEEDS/ BABY FOOD",base,"Nestle GerberOat Cereal, Prune (227 g)",,,,1,Taxable Goods,"Catalog, Search",3.6504,,,,,,,/FK0000043.png,"Nestle GerberOat Cereal, Prune (227 g)",/FK0000043.png,,/FK0000043.png,,/FK0000043.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0
FK0000044,,Default,virtual,"MAIN MENUBAR/BABY NEEDS,MAIN MENUBAR/BABY NEEDS/ DRY BABY FOOD",base,"Nestle Good Start Stage 2, Omega 3 & 6 with GOS (660 g)",,,,1,Taxable Goods,"Catalog, Search",34.4304,,,,,,,/FK0000044.png,"Nestle Good Start Stage 2, Omega 3 & 6 with GOS (660 g)",/FK0000044.png,,/FK0000044.png,,/FK0000044.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0
FK0000045,,Default,virtual,"MAIN MENUBAR/BABY NEEDS,MAIN MENUBAR/BABY NEEDS/ BABY FOOD",base,"Heinz Strained Meat, Chicken & Broth (100 mL)",,,,1,Taxable Goods,"Catalog, Search",1.6632,,,,,,,/FK0000045.png,"Heinz Strained Meat, Chicken & Broth (100 mL)",/FK0000045.png,,/FK0000045.png,,/FK0000045.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0
FK0000046,,Default,virtual,"MAIN MENUBAR/BABY NEEDS,MAIN MENUBAR/BABY NEEDS/ ORGANIC BABY FOOD & FORMULA",base,"Love Child Organics Organic Puree, Pears Kale & Peas (128 mL)",,,,1,Taxable Goods,"Catalog, Search",1.68,,,,,,,/FK0000046.png,"Love Child Organics Organic Puree, Pears Kale & Peas (128 mL)",/FK0000046.png,,/FK0000046.png,,/FK0000046.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0
FK0000047,,Default,virtual,"MAIN MENUBAR/BABY NEEDS,MAIN MENUBAR/BABY NEEDS/ BABY FOOD",base,Alimentum Ready to Use Liquid (4x237mL),,,,1,Taxable Goods,"Catalog, Search",7.8516,,,,,,,/FK0000047.png,Alimentum Ready to Use Liquid (4x237mL),/FK0000047.png,,/FK0000047.png,,/FK0000047.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0
FK0000048,,Default,virtual,"MAIN MENUBAR/BABY NEEDS,MAIN MENUBAR/BABY NEEDS/ TODDLER FOOD",base,"Heinz Toddler Beef, Pasta & Vegetables (213 mL)",,,,1,Taxable Goods,"Catalog, Search",1.08,,,,,,,/FK0000048.png,"Heinz Toddler Beef, Pasta & Vegetables (213 mL)",/FK0000048.png,,/FK0000048.png,,/FK0000048.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0
